date,min,max,avg,condition
11/20/2010,58.9,63.8,61.2,"Rain, Overcast"
11/21/2010,55.5,62.2,57.9,"Rain, Overcast"
11/22/2010,53.4,61.1,57.1,Partially cloudy
11/23/2010,49.9,62.2,56.6,"Rain, Overcast"
11/24/2010,50.9,57.3,55.8,"Rain, Overcast"
11/25/2010,46,62.3,53.4,Clear
11/26/2010,42.7,64.5,53.8,Clear
11/27/2010,46,61,54.2,"Rain, Partially cloudy"
11/28/2010,51.4,60.6,57.1,"Rain, Partially cloudy"
11/29/2010,44.7,64,53.3,Clear
11/30/2010,42.4,64.6,54.2,Partially cloudy
12/1/2010,46.1,66.3,55.8,Clear
12/2/2010,47.6,67.2,56.6,Partially cloudy
12/3/2010,49.5,64.3,55.2,Overcast
12/4/2010,49.8,64.3,57,Partially cloudy
12/5/2010,51.7,71.5,59.1,Partially cloudy
12/6/2010,55.4,65.8,59.4,Overcast
12/7/2010,49.9,71,59.3,Partially cloudy
12/8/2010,49.2,73.2,57.9,Partially cloudy
12/9/2010,48.5,66.3,56.3,Partially cloudy
12/10/2010,50.3,62.4,55.8,Overcast
12/11/2010,51.6,72.6,59.8,Overcast
12/12/2010,56.8,82.2,68,Partially cloudy
12/13/2010,55.1,80.1,64.5,Clear
12/14/2010,54.1,59,56.8,Overcast
12/15/2010,57.2,60.7,59,Overcast
12/16/2010,56.3,62.4,58.7,"Rain, Overcast"
12/17/2010,52.8,62.4,58,"Rain, Overcast"
12/18/2010,58.6,62.3,60.9,"Rain, Overcast"
12/19/2010,60.2,62.2,61.2,"Rain, Overcast"
12/20/2010,60.4,62.5,61.8,"Rain, Overcast"
12/21/2010,55.5,62.2,59,"Rain, Overcast"
12/22/2010,55.3,62.3,60.2,"Rain, Overcast"
12/23/2010,51.7,62.3,57,Partially cloudy
12/24/2010,49.8,65.7,57.4,Partially cloudy
12/25/2010,50.1,60.7,56.3,"Rain, Overcast"
12/26/2010,55,62.2,58.6,"Rain, Overcast"
12/27/2010,48.2,64,56.6,Clear
12/28/2010,48.3,62.7,56.6,Partially cloudy
12/29/2010,55.5,60.4,57.6,"Rain, Overcast"
12/30/2010,49.4,56.9,53.6,"Rain, Partially cloudy"
12/31/2010,44.1,57.5,51,Partially cloudy
1/1/2011,46,60.6,52.9,Partially cloudy
1/2/2011,44.8,59.1,52.9,"Rain, Overcast"
1/3/2011,53.4,60.7,57.1,"Rain, Overcast"
1/4/2011,50.9,63.8,56.7,Partially cloudy
1/5/2011,48,67.3,56.7,Partially cloudy
1/6/2011,49.6,68.7,58.1,Overcast
1/7/2011,52.9,60.8,56.6,Overcast
1/8/2011,49.8,59.1,55.2,Overcast
1/9/2011,53.4,60.5,57,Overcast
1/10/2011,50.8,61,56.2,Partially cloudy
1/11/2011,48.3,69.9,58,Partially cloudy
1/12/2011,51.4,69.5,59.3,Partially cloudy
1/13/2011,51.2,71.2,60.2,Clear
1/14/2011,51.6,74,62,Partially cloudy
1/15/2011,53.3,77.2,64.2,Partially cloudy
1/16/2011,53.6,77.4,64.3,Partially cloudy
1/17/2011,56.7,79.3,66.4,Partially cloudy
1/18/2011,57,73,64.4,Clear
1/19/2011,55.8,60.6,59.3,Overcast
1/20/2011,54.8,71.8,62.7,Partially cloudy
1/21/2011,50.9,73.8,61.2,Clear
1/22/2011,51.2,66.4,58.1,Clear
1/23/2011,50.3,79.4,62.7,Clear
1/24/2011,48,67.8,57.9,Clear
1/25/2011,49.6,72,60.8,Partially cloudy
1/26/2011,51.4,72.8,62.4,Partially cloudy
1/27/2011,51.4,75.8,62.9,Clear
1/28/2011,51.1,78.4,61.2,Clear
1/29/2011,49.6,64.6,57.3,Partially cloudy
1/30/2011,57.3,62.9,59.1,"Rain, Overcast"
1/31/2011,55.2,62.7,58.6,"Rain, Partially cloudy"
2/1/2011,51.4,62.6,56.6,Partially cloudy
2/2/2011,48.1,63.1,55.4,Clear
2/3/2011,48.4,61,54.8,Clear
2/4/2011,45.8,62.7,54.2,Clear
2/5/2011,48.3,64.7,56.8,Partially cloudy
2/6/2011,52.2,77.9,62,Partially cloudy
2/7/2011,55,78.5,64.4,Clear
2/8/2011,56.9,61.6,59.6,Overcast
2/9/2011,49.5,69.6,59.6,Clear
2/10/2011,47.9,69.6,58.9,Clear
2/11/2011,47.8,72.6,59.5,Clear
2/12/2011,48.3,75.9,62.7,Clear
2/13/2011,49.8,68.3,59.4,Partially cloudy
2/14/2011,51.6,64.9,58.5,Partially cloudy
2/15/2011,51.9,67.1,60,Overcast
2/16/2011,55.8,64.6,59.9,"Rain, Overcast"
2/17/2011,51.7,61.4,56.8,Partially cloudy
2/18/2011,53.7,64.5,57.6,"Rain, Overcast"
2/19/2011,53.3,59.5,56.6,"Rain, Overcast"
2/20/2011,48.8,57.9,54.3,"Rain, Overcast"
2/21/2011,47.7,59.7,53.4,Partially cloudy
2/22/2011,49.5,62.3,55.3,Partially cloudy
2/23/2011,51.7,61.1,56.9,Partially cloudy
2/24/2011,55.5,60.8,57.1,Overcast
2/25/2011,55.7,60.8,57.6,Overcast
2/26/2011,48.5,57.3,53.8,"Rain, Overcast"
2/27/2011,44.1,57.5,51.2,"Rain, Partially cloudy"
2/28/2011,44.5,64.7,54.5,Partially cloudy
3/1/2011,48.2,62.9,56,Partially cloudy
3/2/2011,49.8,64.3,57.6,Partially cloudy
3/3/2011,57.2,66.6,61.2,Overcast
3/4/2011,57,66.1,61.1,Overcast
3/5/2011,53.5,76.1,64.8,Partially cloudy
3/6/2011,55.3,62.7,59,"Rain, Overcast"
3/7/2011,55.7,62.3,58.2,"Rain, Overcast"
3/8/2011,52.8,66,59.2,Partially cloudy
3/9/2011,53.4,76.8,63.5,Clear
3/10/2011,55.1,72.1,63.1,Partially cloudy
3/11/2011,52.4,68.3,59.6,Partially cloudy
3/12/2011,57.5,62.9,60,Partially cloudy
3/13/2011,57.3,64.4,60.5,Partially cloudy
3/14/2011,55.2,69.9,62.1,Partially cloudy
3/15/2011,56.7,69.7,62.3,Partially cloudy
3/16/2011,57,66.5,61.1,Partially cloudy
3/17/2011,56.9,66.2,60.9,Overcast
3/18/2011,53.1,67.7,59.5,Partially cloudy
3/19/2011,53.2,63.5,58.6,Overcast
3/20/2011,55.1,62.2,59.2,"Rain, Overcast"
3/21/2011,53.5,61,57.4,"Rain, Overcast"
3/22/2011,53.2,62.3,56.9,Partially cloudy
3/23/2011,49.6,62.8,56.4,"Rain, Partially cloudy"
3/24/2011,53.2,62.9,58.1,"Rain, Partially cloudy"
3/25/2011,55.2,64.3,58.4,"Rain, Overcast"
3/26/2011,51.9,62.9,58,Overcast
3/27/2011,55.7,64.7,60.2,Overcast
3/28/2011,58.6,64.7,60.6,Overcast
3/29/2011,57.5,66.1,61.2,Overcast
3/30/2011,55.9,71.8,63.7,Partially cloudy
3/31/2011,60.6,80.7,70.9,Clear
4/1/2011,62.2,74.7,67.7,Clear
4/2/2011,62.2,66.9,63.2,Overcast
4/3/2011,60.6,68.2,63.9,Overcast
4/4/2011,57.5,73.2,64.6,Partially cloudy
4/5/2011,59.4,69.9,63.2,Overcast
4/6/2011,60.9,66.4,62.7,Overcast
4/7/2011,57,62.9,61.1,"Rain, Overcast"
4/8/2011,48.5,59.5,55.4,"Rain, Overcast"
4/9/2011,46.7,60.7,54.3,"Rain, Partially cloudy"
4/10/2011,49.8,64.8,58.6,Partially cloudy
4/11/2011,54.8,66.4,61.1,Partially cloudy
4/12/2011,56.6,64.7,60.9,Partially cloudy
4/13/2011,57.3,62.6,60.3,Overcast
4/14/2011,53.4,69.9,63,Clear
4/15/2011,57.2,77.9,68.4,Clear
4/16/2011,60.9,78.7,69.6,Clear
4/17/2011,57.5,65.1,62,Overcast
4/18/2011,60.6,64.8,62.5,Overcast
4/19/2011,60.6,66.8,63.6,Overcast
4/20/2011,60.7,65.1,62.9,Overcast
4/21/2011,62.3,69.9,64.4,Overcast
4/22/2011,60.4,66.1,63,Overcast
4/23/2011,60.9,66.8,63.4,Partially cloudy
4/24/2011,59.1,67.2,63.1,Overcast
4/25/2011,60.4,68.3,64.3,"Rain, Partially cloudy"
4/26/2011,62.5,69.8,65.3,Partially cloudy
4/27/2011,58.8,75.5,67.7,Clear
4/28/2011,60.8,74.9,67.7,Clear
4/29/2011,60.4,66.9,63,Partially cloudy
4/30/2011,57.1,75.1,66.6,Clear
5/1/2011,56.8,81.1,70.5,Clear
5/2/2011,61.7,84.7,73.6,Clear
5/3/2011,61.9,88.1,74.8,Clear
5/4/2011,60.8,75.9,68.1,Partially cloudy
5/5/2011,61.7,71.4,65,Partially cloudy
5/6/2011,59.1,69.6,63.6,Partially cloudy
5/7/2011,60.5,64.9,62.5,Overcast
5/8/2011,59.1,66.3,62.9,"Rain, Overcast"
5/9/2011,58.6,63.2,60.8,Overcast
5/10/2011,56.9,66.8,62,Partially cloudy
5/11/2011,60.5,66.8,63.2,Partially cloudy
5/12/2011,61.3,69.6,64.9,Partially cloudy
5/13/2011,60.9,66.4,63.1,Overcast
5/14/2011,59.3,65.3,62.4,Overcast
5/15/2011,60.4,66.6,62.6,Partially cloudy
5/16/2011,57.1,65.1,61.6,Partially cloudy
5/17/2011,57.1,64.9,61.1,"Rain, Overcast"
5/18/2011,57.5,64.8,62,"Rain, Overcast"
5/19/2011,57,66.6,62.4,Partially cloudy
5/20/2011,60.9,66.8,63.8,Partially cloudy
5/21/2011,62.1,68.4,64,Overcast
5/22/2011,60.7,66.1,62.7,Overcast
5/23/2011,60.7,65.3,62.3,Overcast
5/24/2011,59,69.8,63.9,Clear
5/25/2011,59.1,70.1,64.3,Partially cloudy
5/26/2011,62,69.6,64.7,Partially cloudy
5/27/2011,62.5,73.4,66.8,Partially cloudy
5/28/2011,62.5,66.8,64.2,Overcast
5/29/2011,59.1,64.7,62.2,"Rain, Overcast"
5/30/2011,55.7,71.5,64.2,Clear
5/31/2011,59,71.4,64.1,Partially cloudy
6/1/2011,57.8,67.9,63,Partially cloudy
6/2/2011,56.9,69.8,63.7,Partially cloudy
6/3/2011,58.2,66.7,62.5,Partially cloudy
6/4/2011,60.3,66.8,63.3,Partially cloudy
6/5/2011,58.6,71.7,65.5,Partially cloudy
6/6/2011,60.7,71.4,66.1,"Rain, Partially cloudy"
6/7/2011,61.8,68.2,64.1,Partially cloudy
6/8/2011,62.2,66.9,64,Overcast
6/9/2011,60.7,66.1,63.4,Overcast
6/10/2011,62.2,67.2,63.9,Overcast
6/11/2011,62.2,66.6,63.7,Overcast
6/12/2011,62.2,66.6,63.6,Overcast
6/13/2011,62.2,70,64.9,Overcast
6/14/2011,62.4,70,65.1,Overcast
6/15/2011,59.5,68.3,63,Overcast
6/16/2011,60.7,66.6,62.9,Overcast
6/17/2011,61.1,68.5,63.9,Overcast
6/18/2011,61.1,70.3,65.1,Partially cloudy
6/19/2011,62.6,67.2,64.3,Overcast
6/20/2011,62.6,69.9,65.8,Partially cloudy
6/21/2011,64.3,72.2,66.9,Partially cloudy
6/22/2011,63,72,66.3,Overcast
6/23/2011,62.7,66.7,64.7,Overcast
6/24/2011,62.6,68.5,64.7,Overcast
6/25/2011,62.9,71.7,66.4,Partially cloudy
6/26/2011,61.3,71.8,66,Partially cloudy
6/27/2011,62.9,71.7,66.3,Partially cloudy
6/28/2011,62.8,68.7,65,Overcast
6/29/2011,64.6,72.6,67.9,Partially cloudy
6/30/2011,62.9,73.9,68.7,Clear
7/1/2011,62.8,75.8,69.5,Partially cloudy
7/2/2011,64.5,77.3,69.4,Partially cloudy
7/3/2011,66.1,72,68,Partially cloudy
7/4/2011,66.1,75.7,71.1,Partially cloudy
7/5/2011,69.5,79.2,73.9,Partially cloudy
7/6/2011,71.6,79.5,75,Partially cloudy
7/7/2011,71.4,81.2,75,Partially cloudy
7/8/2011,68.4,76.3,72.4,Partially cloudy
7/9/2011,66.9,74.2,70.8,Partially cloudy
7/10/2011,64.6,71.7,67.6,Overcast
7/11/2011,64.6,71.1,66.4,Overcast
7/12/2011,64.5,70.4,66.7,Overcast
7/13/2011,64.3,71.6,66.5,Partially cloudy
7/14/2011,64.8,70.2,67,Overcast
7/15/2011,64.8,70.5,67.5,Overcast
7/16/2011,65.1,73.2,68,Partially cloudy
7/17/2011,66.1,72,68.7,Partially cloudy
7/18/2011,64.8,74.2,69.5,Partially cloudy
7/19/2011,66.6,74.2,70.1,Partially cloudy
7/20/2011,64.8,72.2,68.3,Partially cloudy
7/21/2011,63.7,71.8,66.8,Overcast
7/22/2011,64.7,71.7,67.3,Partially cloudy
7/23/2011,64.5,71.7,67.4,Partially cloudy
7/24/2011,65,72.4,69.4,Partially cloudy
7/25/2011,66.9,77.4,72.3,"Rain, Partially cloudy"
7/26/2011,64.8,70.4,67.8,"Rain, Overcast"
7/27/2011,64.6,70.5,66.9,Overcast
7/28/2011,65.1,71.8,68.4,Overcast
7/29/2011,68.2,73.8,70.5,Overcast
7/30/2011,68.2,72.2,69.9,Overcast
7/31/2011,68.2,75.4,71,Partially cloudy
8/1/2011,66.8,76.1,71.9,Partially cloudy
8/2/2011,69.7,78.8,73.2,Partially cloudy
8/3/2011,66.1,75.6,70.4,Partially cloudy
8/4/2011,64.4,74,68.3,Partially cloudy
8/5/2011,64.5,73.4,67.4,Partially cloudy
8/6/2011,64.6,72.3,67.8,Partially cloudy
8/7/2011,63,72.1,67.2,Overcast
8/8/2011,62.6,69.9,64.9,Overcast
8/9/2011,62.6,70.2,64.7,Overcast
8/10/2011,62.9,70.2,65.1,Overcast
8/11/2011,63.1,70.2,65.7,Overcast
8/12/2011,64.8,70.4,66.8,Overcast
8/13/2011,64.8,70.2,66.7,Overcast
8/14/2011,65.1,72.3,68.1,Overcast
8/15/2011,63.3,70.3,66.9,Overcast
8/16/2011,62.7,72.1,67,Partially cloudy
8/17/2011,64.6,72.4,68,Partially cloudy
8/18/2011,64.6,72.3,67.6,Partially cloudy
8/19/2011,63.1,70.3,66.2,"Rain, Partially cloudy"
8/20/2011,63.2,70.8,66,Overcast
8/21/2011,62.9,70.8,66.8,Overcast
8/22/2011,66.5,73.4,69.3,Partially cloudy
8/23/2011,66.3,73.7,69,Partially cloudy
8/24/2011,66.3,74,69.3,Partially cloudy
8/25/2011,66.6,76.1,71,Partially cloudy
8/26/2011,68.3,80,72.9,Partially cloudy
8/27/2011,69.8,80.7,73.3,Partially cloudy
8/28/2011,69.8,79.5,73.1,Partially cloudy
8/29/2011,66.3,76.1,70.4,Partially cloudy
8/30/2011,64.9,72.6,67.6,Partially cloudy
8/31/2011,65.1,72.2,68,Partially cloudy
9/1/2011,65.1,73.8,68.2,Partially cloudy
9/2/2011,66.3,72.6,68.5,Partially cloudy
9/3/2011,64.6,72,67.4,Overcast
9/4/2011,64.8,73.7,68.2,Partially cloudy
9/5/2011,66.6,74.2,69.6,"Rain, Partially cloudy"
9/6/2011,66.7,92.9,77.9,"Rain, Partially cloudy"
9/7/2011,70.2,85,77.9,Clear
9/8/2011,66.4,86,75.9,Clear
9/9/2011,63.2,68.7,65.9,Overcast
9/10/2011,64.5,70.3,66.6,Overcast
9/11/2011,66.1,73.9,68.9,Partially cloudy
9/12/2011,62.9,74,68.7,Partially cloudy
9/13/2011,66,72,68.1,Partially cloudy
9/14/2011,64.8,71.7,67.2,Overcast
9/15/2011,64.6,72,67.1,Overcast
9/16/2011,63,66.6,64.7,Overcast
9/17/2011,62.9,70.2,65.3,Partially cloudy
9/18/2011,62.5,72.3,66.7,Partially cloudy
9/19/2011,63.2,71.7,66,Overcast
9/20/2011,62.9,70.2,65.7,Overcast
9/21/2011,63.1,71.8,66.3,Partially cloudy
9/22/2011,62.9,71.9,66.2,Overcast
9/23/2011,64.5,72.1,66.8,Overcast
9/24/2011,63,71.8,65.9,Partially cloudy
9/25/2011,64.8,70.4,66.6,Overcast
9/26/2011,64.8,72,67.2,Partially cloudy
9/27/2011,64.2,70.6,66.3,Partially cloudy
9/28/2011,62.9,70.8,65.9,Partially cloudy
9/29/2011,62.6,70.4,65.9,Partially cloudy
9/30/2011,63.1,75.8,67.7,Partially cloudy
10/1/2011,64.6,75.9,69.5,Partially cloudy
10/2/2011,64.6,79,70.4,Partially cloudy
10/3/2011,65,73.8,68.2,Partially cloudy
10/4/2011,62.9,67.1,65,"Rain, Overcast"
10/5/2011,60.7,66.9,63.3,"Rain, Overcast"
10/6/2011,61,66.6,63.2,Partially cloudy
10/7/2011,55.7,68.6,62.4,Clear
10/8/2011,55.8,73.2,65.4,Clear
10/9/2011,59.1,76.1,67.2,Partially cloudy
10/10/2011,59.1,72.2,64.3,Partially cloudy
10/11/2011,58.1,72.4,65.6,Partially cloudy
10/12/2011,62.6,89.3,74.3,Clear
10/13/2011,65.5,81.5,71.4,Clear
10/14/2011,63.2,71.9,65.9,Partially cloudy
10/15/2011,62.9,70,65.3,Partially cloudy
10/16/2011,62.9,69.9,65.6,Partially cloudy
10/17/2011,59.8,70.4,63.9,Partially cloudy
10/18/2011,61.1,67.1,63.2,Overcast
10/19/2011,61.3,64.9,62.8,Overcast
10/20/2011,61.1,64.6,62.8,Overcast
10/21/2011,61.4,68.7,64.7,Partially cloudy
10/22/2011,59.4,68.6,63,Overcast
10/23/2011,60.9,65,62.4,Overcast
10/24/2011,61.3,67.2,64.1,Overcast
10/25/2011,62.7,70.1,65.7,Overcast
10/26/2011,56.9,68.5,63.8,"Rain, Partially cloudy"
10/27/2011,55.4,72.2,63.6,Clear
10/28/2011,54.9,76.2,63.9,Partially cloudy
10/29/2011,55.7,72.5,64.1,Partially cloudy
10/30/2011,55.5,73.9,63.7,Partially cloudy
10/31/2011,55.7,69.1,62.1,Partially cloudy
11/1/2011,56.7,65.2,60.9,Partially cloudy
11/2/2011,55.6,81.4,64.4,Partially cloudy
11/3/2011,55.8,67.2,61.7,Partially cloudy
11/4/2011,53.6,62.8,58.7,"Rain, Overcast"
11/5/2011,52,63.3,57.4,"Rain, Partially cloudy"
11/6/2011,52.7,60.8,56.6,"Rain, Overcast"
11/7/2011,52.3,63.5,57.8,Partially cloudy
11/8/2011,48.5,66.8,58.5,Partially cloudy
11/9/2011,49.8,73.8,61,Partially cloudy
11/10/2011,56.3,75,65.3,Overcast
11/11/2011,58.9,69.8,63.6,Overcast
11/12/2011,53.7,62.9,59.8,"Rain, Overcast"
11/13/2011,53.4,71.6,61.9,"Rain, Partially cloudy"
11/14/2011,53.8,65.1,60,Partially cloudy
11/15/2011,59.2,66.4,62.2,Partially cloudy
11/16/2011,55.4,66.7,60.8,Partially cloudy
11/17/2011,54.1,63.1,58.3,Overcast
11/18/2011,57.5,61.3,59.7,Overcast
11/19/2011,57.1,63,60.4,Overcast
11/20/2011,53.8,62.6,57.8,"Rain, Overcast"
11/21/2011,52,63.3,57.4,"Rain, Partially cloudy"
11/22/2011,48.8,66.4,57.1,Clear
11/23/2011,50.7,63.3,57.7,Partially cloudy
11/24/2011,55.7,62.9,59.3,Overcast
11/25/2011,51.5,63.6,57.6,Clear
11/26/2011,48.8,73.5,61.7,Clear
11/27/2011,53.4,82.7,65.7,Clear
11/28/2011,53.9,78.6,64.1,Partially cloudy
11/29/2011,55.5,73.7,62.7,Overcast
11/30/2011,51.9,61.2,57.7,Partially cloudy
12/1/2011,56.4,65.3,60.1,Partially cloudy
12/2/2011,53.6,63.2,58.7,Partially cloudy
12/3/2011,51.9,63.1,57.1,Partially cloudy
12/4/2011,44.7,61.4,53.8,Clear
12/5/2011,46.1,64.4,54.5,Clear
12/6/2011,43.9,61.7,52.6,Clear
12/7/2011,42.7,64.9,53.2,Rain
12/8/2011,44.5,63.2,53.7,Partially cloudy
12/9/2011,44.6,66.1,55.5,Partially cloudy
12/10/2011,47.9,65.5,56.2,Partially cloudy
12/11/2011,48,59.8,54.9,Overcast
12/12/2011,51.9,57.9,54.4,"Rain, Overcast"
12/13/2011,50,55.6,52.5,"Rain, Overcast"
12/14/2011,47.1,60.9,54,Partially cloudy
12/15/2011,46.4,60.9,53.4,"Rain, Partially cloudy"
12/16/2011,46.9,62.6,56.5,Partially cloudy
12/17/2011,48.5,61.5,56.2,Partially cloudy
12/18/2011,53.3,61.1,56.8,Overcast
12/19/2011,51.9,59.2,55.9,"Rain, Overcast"
12/20/2011,53.1,64.6,57.1,Partially cloudy
12/21/2011,47,61.5,55.3,Partially cloudy
12/22/2011,51.7,67.7,58.4,Partially cloudy
12/23/2011,43.4,64.9,53.7,Clear
12/24/2011,43.1,67.3,54.9,Clear
12/25/2011,45.1,72.2,56.6,Clear
12/26/2011,45.6,68.7,56,"Rain, Partially cloudy"
12/27/2011,43.5,65.2,53.7,Partially cloudy
12/28/2011,46.5,73.6,57.1,Clear
12/29/2011,46.7,70.7,56,Partially cloudy
12/30/2011,47.6,61.2,53.9,"Rain, Partially cloudy"
12/31/2011,48.9,64.7,54.7,Partially cloudy
1/1/2012,47.6,66.9,55.8,Partially cloudy
1/2/2012,47.4,66.5,56.4,"Rain, Partially cloudy"
1/3/2012,51.6,71.9,59.4,Partially cloudy
1/4/2012,51.6,78.6,63.3,Partially cloudy
1/5/2012,54.2,81.2,64.8,Partially cloudy
1/6/2012,51.5,67,59,Partially cloudy
1/7/2012,53.9,58.2,56.7,Overcast
1/8/2012,47.7,65.3,56,"Rain, Partially cloudy"
1/9/2012,48.3,73.9,59.2,Partially cloudy
1/10/2012,48.5,68.9,57.2,Partially cloudy
1/11/2012,51.7,66.5,58.1,Overcast
1/12/2012,53.8,70.6,60.5,Partially cloudy
1/13/2012,47.9,76.2,59.9,Partially cloudy
1/14/2012,46.8,66.3,56,Overcast
1/15/2012,50.1,62.8,57.8,"Rain, Overcast"
1/16/2012,53.6,57.7,55.6,"Rain, Overcast"
1/17/2012,50.2,58,54.1,Partially cloudy
1/18/2012,44.6,61.4,52.9,Clear
1/19/2012,46.1,61.6,53.8,Partially cloudy
1/20/2012,50.2,61.5,56.1,Partially cloudy
1/21/2012,53.2,61.7,56.9,"Rain, Partially cloudy"
1/22/2012,46.8,59.9,54.1,Partially cloudy
1/23/2012,49.9,60.8,55,"Rain, Overcast"
1/24/2012,48.7,63.2,56.9,Partially cloudy
1/25/2012,50.2,70.6,60.3,"Rain, Partially cloudy"
1/26/2012,52.1,76.4,61.5,Clear
1/27/2012,51.8,70.6,61,Partially cloudy
1/28/2012,50.5,74.2,62,Clear
1/29/2012,48.5,76.2,61.8,Partially cloudy
1/30/2012,48.3,65.5,57.5,Partially cloudy
1/31/2012,51.1,61.7,56.7,Partially cloudy
2/1/2012,50.2,66.7,57.4,Partially cloudy
2/2/2012,49.6,62.8,56,Partially cloudy
2/3/2012,49.3,73.7,59.5,Partially cloudy
2/4/2012,50.1,74.1,61.2,Partially cloudy
2/5/2012,51.4,72.6,60.6,Clear
2/6/2012,51.4,69.9,60.3,Overcast
2/7/2012,57.6,62.7,59.3,"Rain, Overcast"
2/8/2012,53.3,68.6,61,"Rain, Partially cloudy"
2/9/2012,54.2,74.7,64.1,Clear
2/10/2012,53.2,67,59.6,Partially cloudy
2/11/2012,57.3,61.4,59,Overcast
2/12/2012,55.6,62.7,58.4,"Rain, Overcast"
2/13/2012,53.6,61.4,57,"Rain, Overcast"
2/14/2012,50.9,59.6,55.2,"Rain, Partially cloudy"
2/15/2012,50.1,61.1,53.8,"Rain, Overcast"
2/16/2012,46.8,64.5,55.5,Partially cloudy
2/17/2012,48.3,66.8,57.5,Partially cloudy
2/18/2012,51.4,59.8,55.9,Overcast
2/19/2012,53.9,61.5,57.2,Overcast
2/20/2012,50.1,59.9,55.5,Partially cloudy
2/21/2012,48.5,67.1,58.6,Partially cloudy
2/22/2012,51.8,74.4,62.7,Partially cloudy
2/23/2012,55.4,65.6,59.2,Partially cloudy
2/24/2012,54,61.5,57.1,"Rain, Overcast"
2/25/2012,54.2,62.9,57.7,Partially cloudy
2/26/2012,55.6,58.3,57,Overcast
2/27/2012,48.8,58.1,54.4,"Rain, Overcast"
2/28/2012,48.8,57.7,53.7,"Rain, Partially cloudy"
2/29/2012,46.7,59.3,53.6,"Rain, Partially cloudy"
3/1/2012,53.8,59.4,56.7,Overcast
3/2/2012,48.5,65.2,57.3,Clear
3/3/2012,47.1,73.5,61.4,Clear
3/4/2012,51.9,80.3,66.8,Partially cloudy
3/5/2012,57.6,71.4,63.3,Partially cloudy
3/6/2012,53.9,59.5,56.4,Overcast
3/7/2012,52.1,62.6,55.8,"Rain, Partially cloudy"
3/8/2012,46.2,69.5,58.1,Clear
3/9/2012,51.6,79.6,65.7,Clear
3/10/2012,53.3,66.3,59.4,Partially cloudy
3/11/2012,54,59.6,56.4,Overcast
3/12/2012,54,61.4,56.9,Partially cloudy
3/13/2012,55.5,62.8,58,Partially cloudy
3/14/2012,55.8,62.7,58.6,Partially cloudy
3/15/2012,55.5,61.1,57.4,Overcast
3/16/2012,55.8,61.2,57.8,Overcast
3/17/2012,52.1,57.4,55.4,"Rain, Overcast"
3/18/2012,48.9,56.1,52.8,"Rain, Overcast"
3/19/2012,48.9,57.7,52.9,"Rain, Overcast"
3/20/2012,46.7,64.3,56,Clear
3/21/2012,48.8,66.7,59.5,Clear
3/22/2012,51.7,65,57.8,Partially cloudy
3/23/2012,55.2,61.3,57.3,Overcast
3/24/2012,53.8,61.4,57.2,Overcast
3/25/2012,52.3,63,56.7,"Rain, Partially cloudy"
3/26/2012,54.1,62.7,57.6,"Rain, Partially cloudy"
3/27/2012,51.8,63.2,57.1,Partially cloudy
3/28/2012,50.1,64.7,58.2,Overcast
3/29/2012,55.8,63.3,58.3,Overcast
3/30/2012,55.9,62.8,58.6,Overcast
3/31/2012,55.9,61.2,58,"Rain, Overcast"
4/1/2012,55.4,61.5,58.3,"Rain, Partially cloudy"
4/2/2012,51.4,68.2,60.4,Partially cloudy
4/3/2012,53.2,75.8,62.9,Partially cloudy
4/4/2012,54,70.1,60.8,Partially cloudy
4/5/2012,55.8,64.5,59.1,Partially cloudy
4/6/2012,51.8,64.9,59.3,Partially cloudy
4/7/2012,53.5,74.6,64.7,Partially cloudy
4/8/2012,54.2,70.9,62.6,Partially cloudy
4/9/2012,53.5,70.8,60.8,Partially cloudy
4/10/2012,53.6,63.2,59.3,Partially cloudy
4/11/2012,55.8,63.2,59.8,"Rain, Overcast"
4/12/2012,55.6,64.5,59.8,Partially cloudy
4/13/2012,53.5,61.1,56.6,"Rain, Overcast"
4/14/2012,53.5,59.5,56.2,"Rain, Overcast"
4/15/2012,48.3,63,57.2,Clear
4/16/2012,52.4,68.4,60.6,Clear
4/17/2012,54.2,72,63.5,Clear
4/18/2012,54.3,66.5,59.7,Partially cloudy
4/19/2012,55.8,64.7,59.7,"Rain, Overcast"
4/20/2012,57.6,65.2,60.6,Overcast
4/21/2012,57.8,66.7,61.3,Overcast
4/22/2012,59.5,63.1,61,Overcast
4/23/2012,57.9,64.8,61.5,Overcast
4/24/2012,57.2,74.2,63.8,Overcast
4/25/2012,61,73.4,64.6,"Rain, Overcast"
4/26/2012,60.6,64.9,62.6,"Rain, Overcast"
4/27/2012,59.1,64.9,61.9,Partially cloudy
4/28/2012,57.5,70.2,63.5,Partially cloudy
4/29/2012,60.8,64.9,62.5,Overcast
4/30/2012,62.6,63.3,62.9,Overcast
5/1/2012,61.1,65.4,63.2,Overcast
5/2/2012,60.7,65.4,62.2,Overcast
5/3/2012,60.7,68.4,63.2,Overcast
5/4/2012,59.5,67,63.5,Overcast
5/5/2012,59.2,67,63,Partially cloudy
5/6/2012,59.3,64.8,61.3,Overcast
5/7/2012,60.7,67,63.2,Partially cloudy
5/8/2012,61.1,68.6,64.1,Partially cloudy
5/9/2012,60.8,67.1,63.4,Partially cloudy
5/10/2012,59.2,63.8,61.4,Overcast
5/11/2012,59.4,68.5,62.6,Partially cloudy
5/12/2012,61.1,70,64.3,Overcast
