date,min,max,avg,condition
2/14/2002,53,60.5,56.4,Overcast
2/15/2002,50.5,62.4,56.5,Partially cloudy
2/16/2002,55.6,60.4,57.2,Overcast
2/17/2002,53.2,57.5,55.5,"Rain, Overcast"
2/18/2002,50.8,59.3,54.6,Partially cloudy
2/19/2002,46.8,60.4,54,Partially cloudy
2/20/2002,49.1,62.4,56,Partially cloudy
2/21/2002,51,78.1,64.6,Clear
2/22/2002,54,85.6,69.8,Clear
2/23/2002,55.8,65.7,59.6,Overcast
2/24/2002,54.9,63.5,58.9,Partially cloudy
2/25/2002,51.6,64.6,57.8,Partially cloudy
2/26/2002,50.1,73.6,60.5,Partially cloudy
2/27/2002,52.5,63.3,57.1,Partially cloudy
2/28/2002,55.7,57.9,56.9,Overcast
3/1/2002,56.8,63.1,58.9,Partially cloudy
3/2/2002,51.9,68.7,60.6,Clear
3/3/2002,46.6,66.5,58.1,Clear
3/4/2002,46.7,71.3,57.8,Clear
3/5/2002,48.3,64.5,56.6,Partially cloudy
3/6/2002,50.7,62.3,57.2,Overcast
3/7/2002,56.8,60.1,58.2,"Rain, Overcast"
3/8/2002,52.9,58.3,55.7,"Rain, Partially cloudy"
3/9/2002,47.3,69,57.5,Partially cloudy
3/10/2002,52.9,66.2,58.6,Partially cloudy
3/11/2002,51.1,66.3,58.7,Partially cloudy
3/12/2002,55.3,62.6,58.4,Overcast
3/13/2002,57.3,63.4,59.6,Partially cloudy
3/14/2002,53.5,60.2,56.9,Partially cloudy
3/15/2002,48.4,61.2,54.6,Partially cloudy
3/16/2002,52,59.2,55.1,"Rain, Overcast"
3/17/2002,52.4,58.2,55,"Rain, Partially cloudy"
3/18/2002,47.4,60.4,53.9,"Rain, Partially cloudy"
3/19/2002,46.1,66.1,56.6,Clear
3/20/2002,49,66.9,58.8,Clear
3/21/2002,52.7,66,59.8,Partially cloudy
3/22/2002,52.7,63.8,57.5,Partially cloudy
3/23/2002,54.6,62.2,58,"Rain, Overcast"
3/24/2002,52.9,60.7,56.9,"Rain, Partially cloudy"
3/25/2002,51.7,61.7,56.8,Partially cloudy
3/26/2002,46.2,62.9,57.8,Partially cloudy
3/27/2002,53.6,58.1,56.7,Overcast
3/28/2002,55.8,60.5,57.2,Overcast
3/29/2002,53.6,62.2,57.5,Partially cloudy
3/30/2002,55.3,62.3,57.8,Overcast
3/31/2002,55,60.5,56.9,Overcast
4/1/2002,53.8,61.2,57,Overcast
4/2/2002,55.2,60.2,56.8,Overcast
4/3/2002,55.2,60.4,57.1,Overcast
4/4/2002,55.8,62.4,58.5,Partially cloudy
4/5/2002,54.4,64.2,58.2,Overcast
4/6/2002,55.2,61.2,58.1,"Rain, Overcast"
4/7/2002,56.3,62.6,59,Overcast
4/8/2002,57.4,64.8,60.7,Overcast
4/9/2002,57.5,64.1,60.4,Overcast
4/10/2002,55.6,63,58.6,Overcast
4/11/2002,56.8,63,59.1,Overcast
4/12/2002,55.9,60.7,58.7,Overcast
4/13/2002,57.3,65.2,59.9,Overcast
4/14/2002,57,60.7,58.3,Overcast
4/15/2002,56.7,58.2,57.3,"Rain, Overcast"
4/16/2002,54.2,61.7,58.1,Partially cloudy
4/17/2002,55.5,62.1,58.3,"Rain, Partially cloudy"
4/18/2002,53,62.8,57.4,Partially cloudy
4/19/2002,51.8,63.4,58,Partially cloudy
4/20/2002,54.2,63.1,58.6,Partially cloudy
4/21/2002,51.7,66.1,59.6,Clear
4/22/2002,53.6,67.7,61.4,Clear
4/23/2002,57.5,69.8,62.2,Partially cloudy
4/24/2002,56.9,62.7,59.9,"Rain, Overcast"
4/25/2002,57.9,64.8,60.9,Partially cloudy
4/26/2002,55.9,63.3,58.5,"Rain, Overcast"
4/27/2002,56.3,62.1,58.6,Overcast
4/28/2002,53.5,65.1,59.9,Partially cloudy
4/29/2002,52.9,65.4,60,Partially cloudy
4/30/2002,56.7,62.2,59,Overcast
5/1/2002,54.7,62.2,58.5,Overcast
5/2/2002,53.4,63.4,58.7,Partially cloudy
5/3/2002,55,63.4,58.7,Partially cloudy
5/4/2002,55.2,63,58.4,Overcast
5/5/2002,56.8,62.3,58.6,Overcast
5/6/2002,56.4,62.4,58.6,Overcast
5/7/2002,56,61.6,58.4,Overcast
5/8/2002,57,63,59.6,Overcast
5/9/2002,57,65.6,60.5,Partially cloudy
5/10/2002,57.5,64.3,60.5,Partially cloudy
5/11/2002,56.8,65.5,61,Partially cloudy
5/12/2002,56.8,86.1,67.5,Partially cloudy
5/13/2002,60.7,74.2,67,Partially cloudy
5/14/2002,59.6,66.8,63,Partially cloudy
5/15/2002,57.8,61.8,59.7,Overcast
5/16/2002,57,62.7,59.9,Overcast
5/17/2002,59.3,65.5,61.6,Overcast
5/18/2002,59.9,61.7,60.6,Overcast
5/19/2002,58.2,64.4,61.2,Overcast
5/20/2002,59.6,66,62.2,Overcast
5/21/2002,57.4,64.8,61.1,Partially cloudy
5/22/2002,53.6,66.8,61.1,Clear
5/23/2002,56.8,64.6,61,Partially cloudy
5/24/2002,58.3,64.6,60.5,Partially cloudy
5/25/2002,57.5,63.4,60,Overcast
5/26/2002,59.6,64.5,61.4,Partially cloudy
5/27/2002,60,66.2,62.2,Overcast
5/28/2002,59.7,67,62.9,Partially cloudy
5/29/2002,60.3,67.7,63.5,Partially cloudy
5/30/2002,59,68,62,Overcast
5/31/2002,61,67.5,63.6,Overcast
6/1/2002,61,68.3,63.6,Overcast
6/2/2002,61,66.7,63,Overcast
6/3/2002,58.9,64.5,61.3,Overcast
6/4/2002,59.6,69,63.7,Partially cloudy
6/5/2002,60.6,71,64.1,Partially cloudy
6/6/2002,60.8,67.6,63.5,Overcast
6/7/2002,60.9,66.3,62.9,Overcast
6/8/2002,59,63.5,61.2,Overcast
6/9/2002,59.1,64.8,61.5,Overcast
6/10/2002,60.9,66.3,63,Overcast
6/11/2002,61.8,66.9,63.6,Partially cloudy
6/12/2002,61.5,68.6,64.2,Partially cloudy
6/13/2002,62.1,73.5,65.3,Partially cloudy
6/14/2002,62.1,69.7,65.4,Partially cloudy
6/15/2002,60.2,72.8,65.7,Partially cloudy
6/16/2002,61.9,72.9,66.7,Partially cloudy
6/17/2002,62.3,72,66.5,Partially cloudy
6/18/2002,60.8,68.6,64.7,Partially cloudy
6/19/2002,61,69.9,64.2,Partially cloudy
6/20/2002,60.9,63.4,62.1,Overcast
6/21/2002,61.4,66.9,63.8,Partially cloudy
6/22/2002,62.2,70.7,65.7,Partially cloudy
6/23/2002,61,69.4,64.7,Overcast
6/24/2002,60.8,66.8,63.1,Overcast
6/25/2002,60.2,70.7,65,Overcast
6/26/2002,62,69.7,65.2,Partially cloudy
6/27/2002,60.7,68.4,63.9,Partially cloudy
6/28/2002,60.2,69.4,63.7,Partially cloudy
6/29/2002,61.9,66.5,63.5,Overcast
6/30/2002,60.9,69.9,63.9,Partially cloudy
7/1/2002,60.9,77,65.8,Partially cloudy
7/2/2002,62.4,72.5,66.1,Partially cloudy
7/3/2002,62.7,70.2,65.6,Overcast
7/4/2002,61.9,69,63.6,Overcast
7/5/2002,61.9,67.9,63.8,Overcast
7/6/2002,62.6,68.3,64.7,Overcast
7/7/2002,62.9,68.5,65.6,"Rain, Overcast"
7/8/2002,62.7,70.7,65.7,"Rain, Overcast"
7/9/2002,62.4,70.1,66.2,Partially cloudy
7/10/2002,64.7,70.2,66.9,Partially cloudy
7/11/2002,65.8,73.9,68.9,Partially cloudy
7/12/2002,65.3,76.5,68.4,Partially cloudy
7/13/2002,66,72.2,68.7,Partially cloudy
7/14/2002,64.8,72.1,67.2,Partially cloudy
7/15/2002,64.1,70.6,67,Partially cloudy
7/16/2002,64.9,74.5,67.9,Partially cloudy
7/17/2002,65.4,73.4,68,Partially cloudy
7/18/2002,65.3,70.8,67.1,Overcast
7/19/2002,62.8,70.1,66.2,Overcast
7/20/2002,62.1,68.9,64.7,Partially cloudy
7/21/2002,64,68.9,65.8,Partially cloudy
7/22/2002,64.1,71.7,67.8,Partially cloudy
7/23/2002,66,75.2,69.8,Partially cloudy
7/24/2002,67.1,78.6,73.2,Partially cloudy
7/25/2002,67.4,76.7,71.4,Partially cloudy
7/26/2002,64.6,71.5,68.2,Partially cloudy
7/27/2002,63.6,69.1,65.7,Overcast
7/28/2002,64.6,72.4,67.4,Partially cloudy
7/29/2002,62.6,72.4,67.5,"Rain, Partially cloudy"
7/30/2002,64.7,71.9,67.3,Overcast
7/31/2002,64.4,72.5,67.4,Overcast
8/1/2002,64.8,71.7,67.8,Overcast
8/2/2002,64.7,70.8,67,Overcast
8/3/2002,64.7,71.2,67.2,Overcast
8/4/2002,64.4,72.5,67.9,Partially cloudy
8/5/2002,64.4,72.1,67.7,Partially cloudy
8/6/2002,64.3,72.9,67.8,Partially cloudy
8/7/2002,64.1,74,68.1,Partially cloudy
8/8/2002,62.1,73.5,67.9,Partially cloudy
8/9/2002,64.2,73.6,68.7,"Rain, Partially cloudy"
8/10/2002,64.2,74.1,68.7,Partially cloudy
8/11/2002,65.3,72.6,68.1,Partially cloudy
8/12/2002,65.3,71.3,68,Partially cloudy
8/13/2002,63.2,71.3,66.5,Partially cloudy
8/14/2002,65.3,71.9,68.2,Partially cloudy
8/15/2002,66.1,72.1,68.9,Partially cloudy
8/16/2002,64.7,71.6,68,Partially cloudy
8/17/2002,65.9,71.9,67.7,"Rain, Overcast"
8/18/2002,64.4,69.1,65.8,Overcast
8/19/2002,64.2,69.3,66.4,Overcast
8/20/2002,64.7,71.9,68.2,Overcast
8/21/2002,66.5,73,68.8,Overcast
8/22/2002,64.6,72.8,68.1,Partially cloudy
8/23/2002,64.2,73.5,68.7,Partially cloudy
8/24/2002,63,73.8,68.1,"Rain, Partially cloudy"
8/25/2002,60.8,73.7,67.9,Partially cloudy
8/26/2002,63.9,72.1,67.6,Partially cloudy
8/27/2002,62.7,68,65.1,"Rain, Overcast"
8/28/2002,64,70.2,65.9,Partially cloudy
8/29/2002,64.3,72,67.7,Partially cloudy
8/30/2002,63.9,73.8,68.4,Partially cloudy
8/31/2002,65.9,79.2,72.1,Partially cloudy
9/1/2002,68.2,87.1,77,Partially cloudy
9/2/2002,67.7,79.6,73.2,Partially cloudy
9/3/2002,65.2,75.7,69.7,Partially cloudy
9/4/2002,66,76.1,70.2,Partially cloudy
9/5/2002,68,77.1,70.5,Overcast
9/6/2002,66.5,77,70.5,"Rain, Overcast"
9/7/2002,65.3,72,67.9,"Rain, Overcast"
9/8/2002,64.5,74.4,68.2,Overcast
9/9/2002,63.8,76,70.3,Partially cloudy
9/10/2002,67.9,80.8,73.3,Partially cloudy
9/11/2002,66.4,75.9,70.5,Partially cloudy
9/12/2002,64.5,73.6,68.9,Partially cloudy
9/13/2002,64.8,74.1,68.8,Partially cloudy
9/14/2002,63.3,73.7,68.4,Partially cloudy
9/15/2002,65.7,74.3,68.7,Partially cloudy
9/16/2002,62.9,71.8,66.8,Partially cloudy
9/17/2002,60.7,67,63.5,Partially cloudy
9/18/2002,61.1,69,65.1,Partially cloudy
9/19/2002,61.6,72,66.9,Partially cloudy
9/20/2002,64.9,74,68.4,Partially cloudy
9/21/2002,63.2,75,68,Partially cloudy
9/22/2002,64.1,81.7,71.2,Clear
9/23/2002,63.1,79.5,69.6,Partially cloudy
9/24/2002,62.7,75,67.9,Partially cloudy
9/25/2002,62.2,72,66.5,Partially cloudy
9/26/2002,65.8,72.3,67.9,Overcast
9/27/2002,64.8,70.1,66.5,"Rain, Overcast"
9/28/2002,62.7,69.5,66,Overcast
9/29/2002,63.7,71.7,66.8,"Rain, Overcast"
9/30/2002,62.5,70,65.7,Partially cloudy
10/1/2002,61.3,65.9,64,"Rain, Overcast"
10/2/2002,55.5,69.1,62.9,"Rain, Partially cloudy"
10/3/2002,56.2,70.8,64.8,Clear
10/4/2002,56.8,72.7,65.2,Clear
10/5/2002,58.4,73.5,66.5,Clear
10/6/2002,60.2,76.1,69,Clear
10/7/2002,61.2,74.8,65.9,Partially cloudy
10/8/2002,59.6,73.6,65.6,Partially cloudy
10/9/2002,63.3,71.4,66.2,Partially cloudy
10/10/2002,62.6,70.2,64.9,"Rain, Overcast"
10/11/2002,63.5,69.5,65.7,Overcast
10/12/2002,61.2,68.5,64.6,Overcast
10/13/2002,61.6,68.8,64.3,"Rain, Overcast"
10/14/2002,62.1,67,63.5,Overcast
10/15/2002,61.8,65.7,63.2,Overcast
10/16/2002,60.8,64.1,62.5,Overcast
10/17/2002,60.1,64.8,62.4,Overcast
10/18/2002,61.6,65.6,63.5,Overcast
10/19/2002,61.1,66.7,63.7,Overcast
10/20/2002,57.7,68.2,63.5,Partially cloudy
10/21/2002,56.9,66.1,62.9,Overcast
10/22/2002,62.6,66.3,63.7,Overcast
10/23/2002,61.1,68.3,63.6,Overcast
10/24/2002,60.8,63.4,61.6,Overcast
10/25/2002,60.6,64.9,62.4,Overcast
10/26/2002,61.1,64.2,62.4,"Rain, Overcast"
10/27/2002,57.4,65.4,61.5,Partially cloudy
10/28/2002,53.6,66.7,60.5,Partially cloudy
10/29/2002,60.2,64.6,61.7,Overcast
10/30/2002,59.9,65.3,61.7,Partially cloudy
10/31/2002,60,65.6,62.2,Overcast
11/1/2002,60.3,65.4,62.5,Overcast
11/2/2002,57.3,66.1,61.4,Partially cloudy
11/3/2002,54.1,67.7,60.9,Partially cloudy
11/4/2002,57.5,64.5,60.8,Partially cloudy
11/5/2002,52.9,70.7,61,Partially cloudy
11/6/2002,53,68.9,60.9,Partially cloudy
11/7/2002,53.2,67.1,60.6,Partially cloudy
11/8/2002,60,64.4,61.7,"Rain, Overcast"
11/9/2002,63.7,66,64.5,"Rain, Overcast"
11/10/2002,57.4,66.7,62.1,Partially cloudy
11/11/2002,53.7,69.3,61.7,Clear
11/12/2002,55.3,77.8,66.4,Clear
11/13/2002,55.1,70.7,62.5,Rain
11/14/2002,56.3,65.2,60.9,Partially cloudy
11/15/2002,54.5,85.4,67.3,Partially cloudy
11/16/2002,53.9,80.4,66.1,Partially cloudy
11/17/2002,53,71.8,61.1,Partially cloudy
11/18/2002,51.8,78.4,64.2,Partially cloudy
11/19/2002,54.1,79.1,66.2,Clear
11/20/2002,56.8,83.2,69.7,Clear
11/21/2002,60.8,83.7,70,Partially cloudy
11/22/2002,55.8,73.7,62,Partially cloudy
11/23/2002,55.5,62.3,58.8,"Rain, Partially cloudy"
11/24/2002,51.2,65,57.7,"Rain, Partially cloudy"
11/25/2002,53.2,65.7,60.2,Partially cloudy
11/26/2002,55.1,71.7,62.9,Partially cloudy
11/27/2002,59.8,70.8,64.9,Partially cloudy
11/28/2002,56.9,73.3,63.6,Overcast
11/29/2002,57.6,64.8,61,"Rain, Overcast"
11/30/2002,55.1,65.3,59.6,Partially cloudy
12/1/2002,51,62.9,57.1,Partially cloudy
12/2/2002,51.2,66.9,58,Partially cloudy
12/3/2002,51,64.4,57.5,Clear
12/4/2002,49.9,65.2,57.5,Clear
12/5/2002,49.9,73.8,59.6,Partially cloudy
12/6/2002,49.8,64.4,57.7,Partially cloudy
12/7/2002,56.2,65,59.5,"Rain, Partially cloudy"
12/8/2002,51,66.5,58.4,Partially cloudy
12/9/2002,53.6,65.6,58.6,Partially cloudy
12/10/2002,54.6,63.6,58.4,Partially cloudy
12/11/2002,52.7,65.4,57.9,Clear
12/12/2002,49.4,65.5,57.7,Clear
12/13/2002,51.3,67.4,57.9,Partially cloudy
12/14/2002,50.8,66.2,58.1,Partially cloudy
12/15/2002,56.2,65.4,60.1,Overcast
12/16/2002,53.6,63.5,59.1,"Rain, Partially cloudy"
12/17/2002,56.3,61.5,58.8,"Rain, Partially cloudy"
12/18/2002,49.6,60.1,55.5,"Rain, Partially cloudy"
12/19/2002,43.3,60.4,52.5,Partially cloudy
12/20/2002,51.2,59.5,54.5,"Rain, Partially cloudy"
12/21/2002,49.9,56.9,52.9,"Rain, Overcast"
12/22/2002,50.6,57.7,53.8,Overcast
12/23/2002,44.7,60.3,52.1,Partially cloudy
12/24/2002,44.6,59,52,Partially cloudy
12/25/2002,42.7,60.4,51.7,Partially cloudy
12/26/2002,43.6,62,53,Partially cloudy
12/27/2002,46.1,66.8,55.6,Clear
12/28/2002,47,62.5,56,Partially cloudy
12/29/2002,51.9,60.2,55.6,"Rain, Partially cloudy"
12/30/2002,47.7,61.3,54.2,"Rain, Partially cloudy"
12/31/2002,49.9,60.4,55.1,Partially cloudy
1/1/2003,47.3,65.6,55.1,Clear
1/2/2003,47.9,73.2,59,Clear
1/3/2003,49.8,80.6,62.3,Partially cloudy
1/4/2003,51.8,76,61.2,Partially cloudy
1/5/2003,52.1,72.9,60.4,Partially cloudy
1/6/2003,52,76.2,65.1,Clear
1/7/2003,60.1,80.7,69.9,Partially cloudy
1/8/2003,55.4,65.4,60.4,"Rain, Partially cloudy"
1/9/2003,52.2,62.8,58,Partially cloudy
1/10/2003,51,64.1,57.2,Partially cloudy
1/11/2003,50.3,62.7,56.9,Partially cloudy
1/12/2003,54.3,61.5,57.9,Partially cloudy
1/13/2003,50.5,61.6,55.1,Partially cloudy
1/14/2003,49.6,61.4,54.3,Partially cloudy
1/15/2003,47.3,69.4,57.7,Partially cloudy
1/16/2003,50.7,79.6,63.3,Partially cloudy
1/17/2003,51.4,76.3,61.3,Clear
1/18/2003,50.1,68.7,58.2,Partially cloudy
1/19/2003,50.6,63.7,57.9,"Rain, Partially cloudy"
1/20/2003,57.6,64.3,60.5,"Rain, Partially cloudy"
1/21/2003,53.4,65.1,58.8,Partially cloudy
1/22/2003,52.5,65,58.2,Partially cloudy
1/23/2003,56.4,66.5,60.1,Partially cloudy
1/24/2003,51.9,68.7,59.8,Partially cloudy
1/25/2003,55,76.9,64.8,Partially cloudy
1/26/2003,55.2,81.5,68.1,Partially cloudy
1/27/2003,55.5,77.8,64.9,Partially cloudy
1/28/2003,48,64.8,58.3,Partially cloudy
1/29/2003,55.8,74.3,60.2,"Rain, Partially cloudy"
1/30/2003,51.6,75.3,62.5,Clear
1/31/2003,55.5,83.2,67.3,Partially cloudy
2/1/2003,57,67,61.5,Partially cloudy
2/2/2003,55.9,66.1,60.7,Partially cloudy
2/3/2003,48.8,70.7,60,Partially cloudy
2/4/2003,48.3,68.1,58.5,Partially cloudy
2/5/2003,48.6,64.9,57.1,Clear
2/6/2003,47.2,61.6,55.2,Partially cloudy
2/7/2003,47.3,62.8,56.4,Partially cloudy
2/8/2003,51.4,61.1,56.8,"Rain, Partially cloudy"
2/9/2003,48.7,64.9,56.9,Partially cloudy
2/10/2003,49.6,70.7,59.9,Overcast
2/11/2003,56.9,63.2,60.4,"Rain, Overcast"
2/12/2003,59.3,66.8,62.5,"Rain, Overcast"
2/13/2003,59.4,62.4,61,"Rain, Overcast"
2/14/2003,58.2,64.1,60.8,"Rain, Overcast"
2/15/2003,56.1,62.9,59.8,"Rain, Overcast"
2/16/2003,57.6,64.5,60.1,Overcast
2/17/2003,56.8,64.8,60.6,Overcast
2/18/2003,55.1,64.7,59,Partially cloudy
2/19/2003,51.2,62.6,57.5,Partially cloudy
2/20/2003,53.5,64.3,59.3,"Rain, Partially cloudy"
2/21/2003,51.2,67.7,59.1,Clear
2/22/2003,46.5,62.8,57.4,Partially cloudy
2/23/2003,55.6,61.6,58.8,"Rain, Overcast"
2/24/2003,57.5,64.5,59.9,"Rain, Overcast"
2/25/2003,53.8,60,56.6,"Rain, Overcast"
2/26/2003,56.2,60.3,58,"Rain, Overcast"
2/27/2003,53.2,58.9,56.5,"Rain, Overcast"
2/28/2003,55.8,60.7,57.4,Overcast
3/1/2003,52.2,62.6,56.8,Partially cloudy
3/2/2003,51.9,64.5,58.3,Partially cloudy
3/3/2003,50.6,60.2,55.6,Partially cloudy
3/4/2003,51.8,59.6,55.3,"Rain, Overcast"
3/5/2003,48.7,61.6,56.1,Partially cloudy
3/6/2003,49.4,63.4,56.6,Clear
3/7/2003,50.5,62.1,56.5,Partially cloudy
3/8/2003,55.1,62.9,58.5,Partially cloudy
3/9/2003,54.1,65.8,59.8,Clear
